set,cardNumber,name,category,bucket,capabilities,unmappedOps,reasons,effectText
OP01,OP01-003,Monkey.D.Luffy,leader,needsPrimitive,addPower,unrecognized,,[Activate: Main] [Once Per Turn] ➃ (You may rest the specified number of DON!! cards in your cost area.): Set up to 1 of your {Supernovas} or {Straw Hat Crew} type Character cards with a cost of 5 or less as active. It gains +1000 power during this turn.
OP01,OP01-004,Usopp,character,expressible,draw,,,[DON!! x1] [Your Turn] [Once Per Turn] Draw 1 card when your opponent activates an Event.
OP01,OP01-024,Monkey.D.Luffy,character,needsPrimitive,giveDon,unrecognized,,[DON!! x2] This Character cannot be K.O.'d in battle by ＜Strike＞ attribute Characters. [Activate: Main] [Once Per Turn] Give this Character up to 2 rested DON!! cards.
OP01,OP01-038,Kanjuro,character,needsPrimitive,ko+trashFromHand,unrecognized,,[DON!! x1] [When Attacking] K.O. up to 1 of your opponent's rested Characters with a cost of 2 or less. [On K.O.] Your opponent chooses 1 card from your hand; trash that card.
OP01,OP01-051,"Eustass""Captain""Kid",character,needsPrimitive,rest+playFromHand,unrecognized,attack-restriction,"[DON!! x1] [Opponent's Turn] If this Character is rested, your opponent cannot attack any card other than the Character [Eustass""Captain""Kid]. [Activate: Main] [Once Per Turn] You may rest this Character: Play up to 1 Character card with a cost of 3 or less from your hand."
OP01,OP01-055,You Can Be My Samurai!!,event,expressible,draw+rest,,,[Main] You may rest 2 of your Characters: Draw 2 cards.
OP01,OP01-060,Donquixote Doflamingo,leader,needsPrimitive,,unrecognized,,"[DON!! x2] [When Attacking] ➀ (You may rest the specified number of DON!! cards in your cost area.): Reveal 1 card from the top of your deck. If that card is a {The Seven Warlords of the Sea} type Character card with a cost of 4 or less, you may play that card rested."
OP01,OP01-061,Kaido,leader,defer,addDonFromDeck,,custom-trigger,"[DON!! x1] [Your Turn] [Once Per Turn] When your opponent's Character is K.O.'d, add up to 1 DON!! card from your DON!! deck and set it as active."
OP01,OP01-062,Crocodile,leader,expressible,draw,,,"[DON!! x1] When you activate an Event, you may draw 1 card if you have 4 or less cards in your hand and haven't drawn a card using this Leader's effect during this turn."
OP01,OP01-063,Arlong,character,needsPrimitive,rest,unrecognized,,"[DON!! x1] [Activate: Main] You may rest this Character: Choose 1 card from your opponent's hand; your opponent reveals that card. If the revealed card is an Event, place up to 1 card from your opponent's Life area at the bottom of the owner's deck."
OP01,OP01-067,Crocodile,character,defer,addKeyword+addCost,,custom-trigger,"[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.) [DON!! x1] Give blue Events in your hand −1 cost."
OP01,OP01-075,Pacifista,character,needsPrimitive,,unrecognized,,"Under the rules of this game, you may have any number of this card in your deck. [Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP01,OP01-088,Desert Spada,event,expressible,addPower+searchTopDeck+draw+trashFromHand,,,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order. [Trigger] Draw 2 cards and trash 1 card from your hand."
OP01,OP01-094,Kaido,character,expressible,ko,,,"[On Play] DON!! −6 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader has the {Animal Kingdom Pirates} type, K.O. all Characters other than this Character."
OP01,OP01-098,Kurozumi Orochi,character,needsPrimitive,,unrecognized,,"[On Play] Reveal up to 1 [Artificial Devil Fruit SMILE] from your deck and add it to your hand. Then, shuffle your deck."
OP01,OP01-099,Kurozumi Semimaru,character,needsPrimitive,,unrecognized,,{Kurozumi Clan} type Characters other than your [Kurozumi Semimaru] cannot be K.O.'d in battle.
OP01,OP01-105,Bao Huang,character,needsPrimitive,,unrecognized,,[On Play] Choose 2 cards from your opponent's hand; your opponent reveals those cards.
OP01,OP01-116,Artificial Devil Fruit SMILE,event,needsPrimitive,searchTopDeck+playFromHand,unrecognized,,"[Main] Look at 5 cards from the top of your deck; play up to 1 {SMILE} type Character card with a cost of 3 or less. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Main] effect."
OP01,OP01-120,Shanks,character,needsPrimitive,addKeyword,unrecognized,,[Rush] (This card can attack on the turn in which it is played.) [When Attacking] Your opponent cannot activate a [Blocker] Character that has 2000 or less power during this battle.
OP01,OP01-121,Yamato,character,defer,,unrecognized,custom-trigger,"Also treat this card's name as [Kouzuki Oden] according to the rules. [Double Attack] (This card deals 2 damage.) [Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)"
OP02,OP02-002,Monkey.D.Garp,leader,defer,addCost,,custom-trigger,"[Your Turn] When this Leader or any of your Characters is given a DON!! card, give up to 1 of your opponent's Characters with a cost of 7 or less −1 cost during this turn."
OP02,OP02-004,Edward.Newgate,character,needsPrimitive,addPower+ko,unrecognized,,"[On Play] Up to 1 of your Leader gains +2000 power until the start of your next turn. Then, you cannot add Life cards to your hand using your own effects during this turn. [DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 3000 power or less."
OP02,OP02-018,Marco,character,expressible,addKeyword+trashFromHand+moveCards,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On K.O.] You may trash 1 card with a type including ""Whitebeard Pirates"" from your hand: If you have 2 or less Life cards, play this Character card from your trash rested."
OP02,OP02-023,You May Be a Fool...but I Still Love You,event,needsPrimitive,addPower,unrecognized,,"[Main] If you have 3 or less Life cards, you cannot add Life cards to your hand using your own effects during this turn. [Trigger] Up to 1 of your Leader gains +1000 power during this turn."
OP02,OP02-024,Moby Dick,stage,expressible,addPower+playFromHand,,,"[Your Turn] If you have 1 or less Life cards, your [Edward.Newgate] and all your Characters with a type including ""Whitebeard Pirates"" gain +2000 power. [Trigger] Play this card."
OP02,OP02-025,Kin'emon,leader,expressible,playFromHand,,,"[Activate: Main] [Once Per Turn] If you have 1 or less Characters, the next time you play a {Land of Wano} type Character card with a cost of 3 or more from your hand during this turn, the cost will be reduced by 1."
OP02,OP02-026,Sanji,leader,expressible,playFromHand,,,"[Once Per Turn] When you play a Character with no base effect from your hand, if you have 3 or less Characters, set up to 2 of your DON!! cards as active."
OP02,OP02-027,Inuarashi,character,needsPrimitive,,unrecognized,,"If all of your DON!! cards are rested, this Character cannot be removed from the field by your opponent's effects."
OP02,OP02-035,Trafalgar Law,character,expressible,moveCards+playFromHand,,,[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may return this Character to the owner's hand: Play up to 1 Character with a cost of 3 from your hand.
OP02,OP02-045,Three Sword Style Oni Giri,event,expressible,addPower+playFromHand+rest,,,"[Counter] Up to 1 of your Leader or Character cards gains +6000 power during this battle. Then, play up to 1 Character card with a cost of 3 or less and no base effect from your hand. [Trigger] Rest up to 1 of your opponent's Leader or Character cards with a cost of 5 or less."
OP02,OP02-046,Diable Jambe Venaison Shoot,event,expressible,ko+playFromHand,,,[Main] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less. [Trigger] Play up to 1 Character card with a cost of 4 or less and no base effect from your hand.
OP02,OP02-051,Emporio.Ivankov,character,expressible,playFromHand,,,[On Play] Draw card(s) so that you have 3 cards in your hand and then play up to 1 blue {Impel Down} type Character card with a cost of 6 or less from your hand.
OP02,OP02-056,Donquixote Doflamingo,character,needsPrimitive,searchTopDeck+trashFromHand,unrecognized,,[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order. [DON!! x1] [When Attacking] You may trash 1 card from your hand: Place up to 1 of your opponent's Characters with a cost of 1 or less at the bottom of the owner's deck.
OP02,OP02-057,Bartholomew Kuma,character,needsPrimitive,searchTopDeck,unrecognized,,"[On Play] Look at 2 cards from the top of your deck; reveal up to 1 {The Seven Warlords of the Sea} type card and add it to your hand. Then, place the rest at the top or bottom of the deck in any order."
OP02,OP02-061,Morley,character,needsPrimitive,,unrecognized,,"[When Attacking] If you have 1 or less cards in your hand, your opponent cannot activate the [Blocker] of any Character with a cost of 5 or less during this battle."
OP02,OP02-064,Mr.2.Bon.Kurei(Bentham),character,needsPrimitive,trashFromHand,unrecognized,,"[DON!! x1] [When Attacking] You may trash 1 card from your hand: Place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck. Then, at the end of this battle, place this Character at the bottom of the owner's deck."
OP02,OP02-069,DEATH WINK,event,needsPrimitive,addPower+moveCards,unrecognized,,"[Counter] Up to 1 of your Leader or Character cards gains +6000 power during this battle. Then, draw cards so that you have 2 cards in your hand. [Trigger] Return up to 1 Character with a cost of 7 or less to the owner's hand."
OP02,OP02-071,Magellan,leader,expressible,addPower,,,"[Your Turn] [Once Per Turn] When a DON!! card on the field is returned to your DON!! deck, this Leader gains +1000 power during this turn."
OP02,OP02-074,Saldeath,character,expressible,addKeyword,,,"Your [Blugori] gains [Blocker]. (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP02,OP02-085,Magellan,character,defer,,unrecognized,custom-trigger,"[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your opponent returns 1 DON!! card from their field to their DON!! deck. [Opponent's Turn] When this Character is K.O.'d, your opponent returns 2 DON!! cards from their field to their DON!! deck."
OP02,OP02-089,Judgment of Hell,event,needsPrimitive,addPower,unrecognized,combined-total-gate,"[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to a total of 2 of your opponent's Leader or Character cards −3000 power during this turn. [Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck."
OP02,OP02-090,Hydra,event,needsPrimitive,addPower,unrecognized,,"[Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to 1 of your opponent's Characters −3000 power during this turn. [Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck."
OP02,OP02-091,Venom Road,event,needsPrimitive,addDonFromDeck,unrecognized,,"[Main] Add up to 1 DON!! card from your DON!! deck and set it as active. [Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck."
OP02,OP02-094,Isuka,character,defer,,unrecognized,custom-trigger,"[DON!! x1] [Once Per Turn] When this Character battles and K.O.'s your opponent's Character, set this Character as active."
