set,cardNumber,name,category,timings,detectedOps,optional,conditional,parserReview,effectText
EB03,EB03-020,"There You Are, Sore Loser!",event,counter|custom,modifyPower,,yes,yes,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 2 or more {FILM} type Characters, that card gains an additional +2000 power during this battle. [Trigger] Set up to 1 of your Characters as active."
EB03,EB03-021,Alvida,character,onPlay,trash,yes,,yes,[On Play] You may trash 1 card from your hand: Place up to 1 of your opponent's Characters with 4000 base power or less and up to 1 Character with a base cost of 3 or less at the bottom of the owner's deck.
EB03,EB03-022,Isuka,character,onPlay,(none),,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Place up to 1 Character with a cost of 4 or less at the bottom of the owner's deck."
EB03,EB03-023,Kaya,character,onPlay,lookTopDeck,,,yes,[On Play] Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.
EB03,EB03-024,Nefeltari Vivi,character,onPlay,grantKeyword+playCard,,,yes,"[Blocker][On Play] Play up to 1 {Alabasta} or {Straw Hat Crew} type Character card with a cost of 5 or less from your hand. Then, you cannot play any Character cards on your field during this turn."
EB03,EB03-025,Hina,character,onPlay,trash+returnToHand,yes,,yes,[On Play] You may trash 1 card from your hand: Return up to 1 Character with 6000 base power to the owner's hand.
EB03,EB03-026,Boa Hancock,character,onPlay|activateMain,giveDon,yes,,yes,"[On Play] If your opponent has 5 or more cards in their hand, your opponent places 1 card from their hand at the bottom of their deck.[Activate: Main] [Once Per Turn] You may place 1 of your Characters at the bottom of the owner's deck: Give your Leader and 1 Character up to 1 rested DON!! card each."
EB03,EB03-027,Marguerite,character,onPlay,returnToHand,,,yes,[On Play] Return up to 1 Character with 7000 base power to the owner's hand.
EB03,EB03-028,Yu,character,onPlay|activateMain,trash+draw,yes,yes,yes,"[On Play] Trash 1 card from your hand.[Activate: Main] You may trash this Character: If you have 4 or less cards in your hand, draw 2 cards."
EB03,EB03-029,Insolent Fool!! Stand Down!!,event,activateMain|counter,rest+playCard+modifyPower,yes,yes,yes,"[Main] You may rest 4 of your DON!! cards: If your Leader is [Boa Hancock], play up to 1 {Amazon Lily} or {Kuja Pirates} type Character card with a cost of 6 or less from your hand.[Counter] Up to 1 of your [Boa Hancock] cards gains +3000 power during this battle."
EB03,EB03-031,Vinsmoke Reiju,character,onPlay|activateMain,trash,,,yes,"[Your Turn] [On Play] DON!! −1: If your Leader is [Sanji], activate the [Main] effect of up to 1 Event card with a cost of 7 or less in your trash."
EB03,EB03-032,Charlotte Flampe,character,onPlay,modifyPower,,,,[Your Turn] [On Play] Up to 1 of your [Charlotte Katakuri] cards gains +2000 power during this turn.
EB03,EB03-033,Charlotte Brulee,character,custom,rest+donFromDeck,,yes,yes,"[Opponent's Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck by your effect, if your Leader has the {Big Mom Pirates} type, add up to 1 DON!! card from your DON!! deck and rest it."
EB03,EB03-034,Charlotte Linlin,character,onPlay|onKO,draw+donFromDeck+lifeChange,,,yes,"[On Play] Draw 1 card and place 1 card from your hand at the top of your deck. Then, add up to 1 DON!! card from your DON!! deck and set it as active.[On K.O.] DON!! −1: Add up to 1 card from the top of your deck to the top of your Life cards."
EB03,EB03-035,Charlotte Pudding,character,onPlay,grantKeyword+rest+donFromDeck,,yes,yes,"[Blocker][On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and rest it."
EB03,EB03-036,Baby 5,character,onPlay,ko,,,yes,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 2 of your opponent's Characters with a base cost of 3 or less.
EB03,EB03-037,Lim,character,onPlay,modifyPower,,yes,yes,"[On Play] If you have 7 or more DON!! cards on your field, all of your {ODYSSEY} type Leader and Character cards gain +1000 power until the end of your opponent's next End Phase."
EB03,EB03-038,Thanks for the Treat. ♡,event,activateMain|counter,rest+donFromDeck+modifyPower,yes,yes,yes,"[Main] You may rest 1 of your DON!! cards: If the number of DON!! cards on your field is equal to or less than the number on your opponent's field and you only have Characters with a type including ""GERMA"", add up to 2 DON!! cards from your DON!! deck and rest them.[Counter] Your Leader gains +3000 power during this battle."
EB03,EB03-039,Ulti,character,onPlay,draw+trash+playCard,,yes,yes,"[On Play] If your Leader has the {Animal Kingdom Pirates} type, draw 1 card and trash 1 card from your hand. Then, play up to 1 Character card with 6000 power or less and no base effect from your trash."
EB03,EB03-041,Kujyaku,character,custom|onPlay,modifyPower+draw+trash,yes,,yes,[Opponent's Turn] All of your {SWORD} type Characters with a cost of 6 or less gain +2000 power.[On Play] You may trash 1 {Navy} type card from your hand: Draw 2 cards.
EB03,EB03-042,Koala,character,custom|onKO,modifyCost+trash+playCard,,yes,yes,"If your Leader has the {Revolutionary Army} type, this Character gains +4 cost.[Opponent's Turn] [On K.O.] Play up to 1 {Revolutionary Army} type Character card with a cost of 6 or less other than [Koala] or up to 1 [Nico Robin] with a cost of 6 or less from your hand or trash."
EB03,EB03-043,Stussy,character,onPlay,grantKeyword+ko+trash,yes,,yes,"[Blocker][On Play] You may place 2 cards with a type including ""CP"" from your trash at the bottom of your deck in any order: K.O. up to 1 of your opponent's Characters with a cost of 4 or less."
EB03,EB03-044,Black Maria,character,onPlay,lookTopDeck+playCard,,,yes,"If your Leader is multicolored, this Character gains [Blocker].[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Onigashima Island] and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 [Onigashima Island] from your hand."
EB03,EB03-045,Perona,character,onPlay,grantKeyword+giveDon+trash+playCard,,yes,yes,"[Blocker][On Play] Give up to 1 rested DON!! card to your Leader or 1 of your Characters. Then, if you have 10 or more cards in your trash, play up to 1 {Thriller Bark Pirates} type Character card with a cost of 2 or less from your trash rested."
EB03,EB03-046,Miss Doublefinger(Zala),character,onPlay|onKO,draw+trash,,yes,yes,"[On Play] If there is a Character with a cost of 0 or with a cost of 8 or more, draw 1 card.[On K.O.] Trash 2 cards from the top of your deck."
EB03,EB03-047,Miss.Valentine(Mikita),character,onPlay|onKO,trash+draw,,,yes,[On Play] Trash 3 cards from the top of your deck.[On K.O.] Draw 1 card.
EB03,EB03-048,Rebecca,character,onPlay,grantKeyword+lookTopDeck+playCard,,,yes,"[Blocker][On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Dressrosa} type Stage card and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 {Dressrosa} type Stage card with a cost of 1 from your hand."
EB03,EB03-049,I Knew You People Were Behind This.,event,activateMain|counter,rest+trash+playCard+modifyPower,yes,yes,yes,"[Main] You may rest 7 of your DON!! cards: If your Leader is [Perona], play up to 1 {Thriller Bark Pirates} type Character card with a cost of 6 or less and up to 1 {Thriller Bark Pirates} type Character card with a cost of 4 or less from your hand or trash.[Counter] Your Leader gains +3000 power during this battle."
EB03,EB03-051,Charlotte Smoothie,character,onPlay,ko,,yes,yes,"[On Play] If you have a face-up Life card, K.O. up to 1 of your opponent's Characters with a cost of 2 or less. Then, turn all of your Life cards face-down."
EB03,EB03-052,Shirahoshi,character,activateMain,trash+lifeChange+modifyPower,yes,yes,yes,"[Activate: Main] You may trash this Character: If your Leader is [Shirahoshi], add 1 card from the top of your deck to the top of your Life cards. Then, all of your {Neptunian} type Characters gain +1000 power during this turn."
EB03,EB03-053,Nami,character,onPlay|onKO,giveDon+playCard,yes,,yes,"[On Play] Give up to 1 rested DON!! card to your Leader. Then, if your opponent has 3 or more Life cards, add up to 1 card from the top of your opponent's Life cards to the owner's hand.[On K.O.] You may turn 1 card from the top of your Life cards face-up: Play up to 1 Character card with 6000 power or less from your hand."
EB03,EB03-054,Nico Robin,character,onPlay|custom,trash+lifeChange+playCard,yes,,yes,[On Play] You may trash 1 card from the top of your Life cards: Add up to 1 card from the top of your deck to the top of your Life cards. [Trigger] You may trash 1 card from your hand: Play this card.
EB03,EB03-055,Nico Robin,character,onPlay|onKO,trash+lifeChange,yes,yes,yes,"[On Play] You may trash 1 card from the top of your Life cards: If your Leader has the {Straw Hat Crew} type, add up to 2 cards from the top of your deck to the top of your Life cards.[Opponent's Turn] [On K.O.] You may deal 1 damage to your opponent."
EB03,EB03-056,Belo Betty,character,onPlay,ko,yes,,yes,[On Play] You may turn 1 card from the top of your Life cards face-up: K.O. up to 1 of your opponent's Characters with a base cost of 3 or less.
EB03,EB03-057,Yamato,character,onPlay|onKO,giveDon+trash+lifeChange,,,yes,[On Play] Give up to 3 rested DON!! cards to your {Land of Wano} type Leader.[On K.O.] Trash up to 1 card from the top of your opponent's Life cards.
EB03,EB03-058,Lilith,character,onPlay|custom,draw+playCard,,yes,yes,"[Your Turn] [On Play] If you have 2 or less Life cards, draw 1 card. [Trigger] If your Leader is [Vegapunk], play this card."
EB03,EB03-059,S-Snake,character,onPlay|custom,(none),,,yes,"[On Play] If your Leader has the {Egghead} type and you have 2 or more Life cards, add up to 1 Character card with a [Trigger] from your hand to the top of your Life cards face-up. [Trigger] Up to 1 of your opponent's Characters with a cost of 6 or less other than [Monkey.D.Luffy] cannot attack during this turn."
EB03,EB03-060,Will You Be My Servant?,event,activateMain|custom,lookTopDeck,,yes,yes,"[Main] If your Leader is [Nami], look at 4 cards from the top of your deck; reveal up to 1 card with a cost of 2 to 8 and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Main] effect."
EB03,EB03-061,Uta,character,activateMain|endOfYourTurn,rest,yes,,yes,"[Activate: Main] [Once Per Turn] Set up to 1 of your DON!! cards as active. Then, rest up to 1 of your opponent's DON!! cards or Characters with a cost of 4 or less.[End of Your Turn] You may rest 1 of your DON!! cards: Set up to 1 of your {FILM} type Characters as active."
EB03,EB03-062,Trafalgar Law,character,activateMain,grantKeyword+trash+lifeChange+playCard,yes,,yes,"[Rush][Activate: Main] You may trash 1 card from your hand and trash this Character: Add up to 1 card from the top of your deck to the top of your Life cards. Then, play up to 1 [Trafalgar Law] with a cost of 7 or less from your hand."
EB04,EB04-001,Jewelry Bonney,leader,custom|activateMain,modifyPower,,yes,yes,"[Opponent's Turn] If you have 1 or less Life cards, this Leader gains +2000 power.[Activate: Main] [Once Per Turn] Give up to 1 of your opponent's Characters −1000 power during this turn. Then, if you have 2 or more Life cards, you may add 1 card from the top of your Life cards to your hand."
EB04,EB04-002,Jewelry Bonney,character,onPlay,lookTopDeck,,,yes,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Egghead} or {Straw Hat Crew} type card other than [Jewelry Bonney] and add it to your hand. Then, place the rest at the bottom of your deck in any order."
EB04,EB04-003,Smoker & Tashigi,character,custom,grantKeyword,,,yes,[Rush] (This card can attack on the turn in which it is played.)[Opponent's Turn] Your {Navy} type Leader's base power becomes 7000.
EB04,EB04-004,Zeff,character,whenAttacking,(none),,,yes,[When Attacking] Your Leader's base power becomes 7000 until the end of your opponent's next End Phase.
EB04,EB04-005,Trafalgar Law,character,custom,(none),,,yes,This Character cannot attack unless your opponent has 2 or more Characters with a base power of 5000 or more.
EB04,EB04-006,Moda,character,onPlay,lookTopDeck,,,yes,"[On Play] Look at 7 cards from the top of your deck; reveal up to 1 [Lulucia Kingdom] and add it to your hand. Then, place the rest at the bottom of your deck in any order."
EB04,EB04-007,Roronoa Zoro,character,onPlay,modifyPower,,,yes,"[On Play] Your Leader gains +2000 power until the end of your opponent's next End Phase.[Activate: Main] [Once Per Turn] If your opponent has a Character with 8000 power or more, this Character gains [Rush: Character] during this turn."
